Number,Volcano Name,Country,Latitude,Longitude,Elevation (m)
0900-191,Uratman,Russia,47.12,152.25,678.0
0900-21=,Ushishur,Russia,47.52,152.8,401.0
0900-37-,Vernadskii Ridge,Russia,50.55,155.97,1183.0
0900-18=,Zavaritzki Caldera,Russia,46.925,151.95,624.0
0500-01=,St. Andrew Strait,Papua New Guinea,-2.38,147.35,270.0
0500-02-,Baluan,United States,-2.57,147.28,254.0
0500-03-,Central Bismarck Sea,United States,-3.03,147.78,-1300.0
0509-01-,Newer Volcanics Province,Australia,-37.77,142.5,1011.0
0505-02=,Bagana,Papua New Guinea,-6.137,155.196,1855.0
0505-01=,Balbi,Papua New Guinea,-5.92,154.98,2715.0
0505-011,Billy Mitchell,Papua New Guinea,-6.092,155.225,1544.0
0505-03=,Loloru,Papua New Guinea,-6.52,155.62,1887.0
0505-021,Takuan Group,Papua New Guinea,-6.442,155.608,2210.0
0505-00-,Tore,Papua New Guinea,-5.835,154.935,2175.0
0503-06=,Dawson Strait Group,Papua New Guinea,-9.62,150.88,500.0
0503-041,Goodenough,Papua New Guinea,-9.358,150.246,220.0
0503-05=,Iamalele,Papua New Guinea,-9.52,150.53,200.0
0502-11=,Bamus,Papua New Guinea,-5.2,151.23,2248.0
0502-05=,Bola,Papua New Guinea,-5.141,150.038,1116.0
0502-04=,Dakataua,Papua New Guinea,-5.094,150.094,408.0
0502-03=,Garove,Papua New Guinea,-4.687,149.511,368.0
0502-06=,Garua Harbour,Papua New Guinea,-5.3,150.07,565.0
0502-10=,Hargy,Papua New Guinea,-5.33,151.1,1148.0
0502-07=,Krummel-Garbuna-Welcker,Papua New Guinea,-5.416,150.027,564.0
0502-01=,Langila,Papua New Guinea,-5.525,148.42,1330.0
0502-071,Lolo,Papua New Guinea,-5.466,150.509,796.0
0502-13=,Lolobau,Papua New Guinea,-4.92,151.158,858.0
0502-021,Mundua,Papua New Guinea,-4.624,149.339,171.0
0502-14=,Rabaul,Papua New Guinea,-4.271,152.203,688.0
0502-09=,Sulu Range,Papua New Guinea,-5.5,150.942,610.0
0502-15-,Tavui,Papua New Guinea,-4.12,152.2,200.0
0502-12=,Ulawun,Papua New Guinea,-5.05,151.33,2334.0
0502-131,Unnamed,Papua New Guinea,-4.75,150.85,0.0
0502-001,Unnamed,Papua New Guinea,-5.2,148.57,0.0
0502-08=,Witori,Papua New Guinea,-5.576,150.516,724.0
0503-001,Crater Mountain,Papua New Guinea,-6.58,145.08,3233.0
0503-00-,Doma Peaks,Papua New Guinea,-5.9,143.15,3568.0
0503-011,Hydrographers Range,Papua New Guinea,-9.0,148.37,1915.0
0503-003,Koranga,Papua New Guinea,-7.33,146.708,1500.0
0503-01=,Lamington,Papua New Guinea,-8.95,148.15,1680.0
0503-004,Madilogo,Papua New Guinea,-9.2,147.57,850.0
0503-021,Managlase Plateau,Papua New Guinea,-9.08,148.33,1342.0
0503-02=,Musa River,Papua New Guinea,-9.308,148.13,808.0
0503-031,Sessagara,Papua New Guinea,-9.48,149.13,370.0
0503-03=,Victory,Papua New Guinea,-9.2,149.07,1925.0
0503-04=,Waiowa,Papua New Guinea,-9.57,149.075,640.0
0503-002,Yelia,Papua New Guinea,-7.05,145.858,3384.0
0501-01=,Bam,Papua New Guinea,-3.613,144.818,685.0
0501-001,Blup Blup,Papua New Guinea,-3.507,144.605,402.0
0501-011,Boisa,Papua New Guinea,-3.994,144.963,240.0
0501-041,Hankow Reef,Papua New Guinea,-4.883,146.717,-5.0
0501-002,Kadovar,Papua New Guinea,-3.608,144.588,365.0
0501-03=,Karkar,Papua New Guinea,-4.649,145.964,1839.0
0501-05=,Long Island,Papua New Guinea,-5.358,147.12,1280.0
0501-02=,Manam,Papua New Guinea,-4.08,145.037,1807.0
0501-07=,Ritter Island,Papua New Guinea,-5.519,148.115,75.0
0501-08=,Sakar,Papua New Guinea,-5.414,148.094,992.0
0501-06=,Umboi,Papua New Guinea,-5.589,147.875,1548.0
0501-04=,Unnamed,Papua New Guinea,-4.311,146.256,-2000.0
0504-02=,Ambitle,Papua New Guinea,-4.08,153.65,450.0
0504-01=,Lihir,Papua New Guinea,-3.125,152.642,700.0
0506-01=,Tinakula,Solomon Is.,-10.386,165.804,796.0
0505-053,Coleman Seamount,Solomon Is.,-8.841,157.16,-717.0
0505-062,Gallego,Solomon Is.,-9.35,159.73,1000.0
0505-052,Kana Keoki,Solomon Is.,-8.75,157.03,-700.0
0505-06=,Kavachi,Solomon Is.,-8.991,157.979,-20.0
0505-07=,Savo,Solomon Is.,-9.13,159.82,485.0
0505-05=,Simbo,Solomon Is.,-8.292,156.52,335.0
0505-061,Unnamed,Solomon Is.,-8.92,158.03,-240.0
0508-001,Eastern Gemini Seamount,Pacific Ocean,-20.98,170.28,-80.0
0508-02=,Hunter Island,Pacific Ocean,-22.4,172.05,297.0
0508-01=,Matthew Island,Pacific Ocean,-22.33,171.32,177.0
0508-03-,Unnamed,Pacific Ocean,-25.78,168.63,-2400.0
0507-03=,Ambae,Vanuatu,-15.389,167.835,1496.0
0507-04=,Ambrym,Vanuatu,-16.25,168.12,1334.0
0507-11-,Aneityum,Vanuatu,-20.2,169.78,852.0
0507-06=,Epi,Vanuatu,-16.68,168.37,833.0
0507-02=,Gaua,Vanuatu,-14.27,167.5,797.0
0507-07=,Kuwae,Vanuatu,-16.829,168.536,-2.0
0507-05=,Lopevi,Vanuatu,-16.507,168.346,1413.0
0507-021,Mere Lava,Vanuatu,-14.45,168.05,1028.0
0507-001,Motlav,Vanuatu,-13.67,167.67,411.0
0507-08-,NE Shepherd Islands,Vanuatu,-16.992,168.592,216.0
0507-081,North Vate,Vanuatu,-17.47,168.353,594.0
0507-01=,Suretamatai,Vanuatu,-13.8,167.47,921.0
0507-09=,Traitor's Head,Vanuatu,-18.754,169.238,817.0
0507-10=,Yasur,Vanuatu,-19.532,169.447,361.0
